Kamchatka_H,2019-10-15 23:31:16,España,"RT @miguelenlared: ¿Me lo parece, o es la 1ª vez en esta campaña q se presenta un modelo económico de país integral y coherente, para debat…"
Kamchatka_H,2019-10-15 23:31:00,España,"RT @JoseArroyoRios: ""Estoy orgulloso de haber sido siempre coherente con mis ideas"" – @ierrejon en #ErrejónEH https://t.co/d2sBsVEzxh"
ENDIKA59,2019-10-15 23:30:46,Leganes,"RT @MasHortaleza: Hay cansancio en la gente que viene de sitios diferentes.
Cansancio de tener que volver a votar, cuando ya lo hizo.  
Y e…"
carlosdedalus,2019-10-15 23:30:36,,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn"
MichigunDK,2019-10-15 23:30:28,🇪🇸,"RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…"
AFCLovefield,2019-10-15 23:30:11,,"RT @Kamchatka_H: La gente se pregunta por qué tiene volver a votar, cuando ya lo hizo.
Eso se traduce en cansancio.   

Y eso, hay que conv…"
francoland3,2019-10-15 23:30:06,Francoland,"@MariaJamardoC #ErrejonEH 

El candidato d V💩X hablando d creación d empleo y economía, sin tener ni la más remota… https://t.co/m7RoQaRueM"
AngelQuintian,2019-10-15 23:29:45,"Madrid, ESPAÑA","RT @MariaJamardoC: ""Fumé porros de chaval, como todo el mundo. Pero yo soy más de salado que de dulce"", Errejón dixit. Pues como todo el mu…"
DanielHernanz83,2019-10-15 23:29:29,MEJORADA DEL CAMPO,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn"
ENDIKA59,2019-10-15 23:29:20,Leganes,"RT @MasPais_Es: 🎥Necesitamos política útil, aquella que es capaz de llegar a acuerdos, incluso con la gente que no piensa exactamente igual…"
ENDIKA59,2019-10-15 23:29:07,Leganes,"RT @EmilioDelgadoOr: Si premiásemos lo bueno y castigásemos lo malo, en vez de hacerlo al revés, España iría mejor. Errejon hace pedagogía…"
PacoBermudezHex,2019-10-15 23:29:02,Madrid,"RT @MasPais_Es: ""Las pensiones como mínimo todos los años tienen que subir lo que suban los precios: y esto debe estar reflejado en la Cons…"
ENDIKA59,2019-10-15 23:28:48,Leganes,RT @MasPais_Es: 🎥 El estado del bienestar tiene que ser el colchón que asegure la protección social de los españoles y las españolas en las…
CARPETOVETNICO1,2019-10-15 23:28:39,"Tabarnia, España","RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…"
oscuroabismo,2019-10-15 23:28:33,Ourense,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
ismawls,2019-10-15 23:28:20,"Murcia, España","RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…"
vmanpg,2019-10-15 23:27:46,"Sevilla, Andalucía",#ErrejonEH ha tenido las narices de defender a Maduro diciendo que no es un dictador porque la oposición puede hace… https://t.co/4qbe6pOw1h
jgpineda1,2019-10-15 23:27:37,España,RT @_esther_sanz: ¿Le han preguntado en #ErrejonEH cuántos trabajos en la empresa privada ha tenido?
Kamchatka_H,2019-10-15 23:27:09,España,"RT @MasPais_Es: 🎥 Las pensiones tienen que estar blindadas en la Constitución:

1️⃣ Los reformas laborales han creado sueldos precarios…"
NNonada,2019-10-15 23:27:04,,"RT @agvalledor1: Pues nada, que se acabó el hormiguero #ErrejonEH y se le olvidó a Motos preguntarle por su beca. Y termina diciendo que se…"
CARPETOVETNICO1,2019-10-15 23:26:58,"Tabarnia, España",RT @pensador_esp: ¿Alguien más está percibiendo la diferencia de actitudes en @El_Hormiguero del señor entrevistador con @ierrejon respecto…
Kamchatka_H,2019-10-15 23:26:47,España,RT @MasPais_Es: 🎥 El estado del bienestar tiene que ser el colchón que asegure la protección social de los españoles y las españolas en las…
Kamchatka_H,2019-10-15 23:26:34,España,"RT @MasHortaleza: En algunos países la legalización, ""regularización y control"" del cannabis, se han traducido en mejor salud pública,  más…"
antomova,2019-10-15 23:26:27,"Gerona, España ","RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…"
Kamchatka_H,2019-10-15 23:26:22,España,"RT @MasPais_Es: 🎥 El 28A hicimos nuestro trabajo, fuimos a votar para que España tuviera un gobierno progresista. 

No podemos permitir que…"
NNonada,2019-10-15 23:26:17,,RT @pensador_esp: ¿Alguien más está percibiendo la diferencia de actitudes en @El_Hormiguero del señor entrevistador con @ierrejon respecto…
ENDIKA59,2019-10-15 23:26:13,Leganes,"RT @JoseArroyoRios: ""Si una persona es lo suficientemente adulta para firmar un contrato de trabajo, lo es también para tomar decisiones po…"
Kamchatka_H,2019-10-15 23:26:08,España,"RT @MasHortaleza: Las pensiones tienen que ir a la Constitución, no ser tema de campaña
📌 Los salarios de la reforma laboral no llenan la C…"
CaldaroneCeres,2019-10-15 23:26:03,,"RT @miguelenlared: Cuando Íñigo se presentó en Madrid, muchos sondeos tempranos decían que sacaría poquito, que perjudicaría al bloque prog…"
jeando2002,2019-10-15 23:25:58,,"RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…"
GasconDeSilex,2019-10-15 23:25:55,Sevilla,RT @elboletinmadrid: Los consejeros del Ibex 35 se suben el 'sueldo' un 43% desde que acabó la crisis https://t.co/1tBpUvWsIx #ErrejonEH
monalisaes,2019-10-15 23:25:48,,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn"
AlexSalido3,2019-10-15 23:25:48,Sant Pere de Ribes,"RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…"
Kamchatka_H,2019-10-15 23:25:43,España,"RT @MasHortaleza: La gente más humilde es la gente que más necesita un gobierno.
Si alguien tiene dudas, que compruebe nuestros hechos. 
En…"
Retuiter5,2019-10-15 23:25:40,,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…"
AFCLovefield,2019-10-15 23:25:31,,"RT @Kamchatka_H: La gente más humilde es la gente que más necesita un gobierno.
Si existen dudas, que se comprueben nuestros hechos. 
En Ma…"
